site_id,latitude,longitude,description,feature_name,comid,country,origin_study_code,data_source,nearest_eq_distance_km,nearest_eq_id,nearest_eq_magnitude,nearest_eq_depth_km,nearest_eq_depth_category,nearest_eq_year,nearest_eq_place,proximity_category
S48R,46.64568,-121.25106,stream,Indian Creek,24423325.0,United States,SSS,PNNL_River_Sampling,17.27,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S49R,46.724267,-120.813351,stream,Tieton River,24423233.0,United States,SPS,PNNL_River_Sampling,49.55,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S50,46.631447,-120.521815,stream,Yakima River,24125037.0,United States,SPS,PNNL_River_Sampling,67.7,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S50P,46.7521,-120.8178,stream,Naches River,24422713.0,United States,SSS,PNNL_River_Sampling,50.7,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S51,46.729878,-120.803616,stream,Tieton River,24423233.0,United States,SPS,PNNL_River_Sampling,50.49,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S52,46.6592,-121.0893,stream,Milk Creek,24423623.0,United States,SSS,PNNL_River_Sampling,27.63,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S53,46.6646,-121.1237,stream,Wildcat Creek,24424869.0,United States,SSS,PNNL_River_Sampling,25.81,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S54,46.6833,-120.9404,stream,Tieton River,24423245.0,United States,SSS,PNNL_River_Sampling,38.85,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S55,46.663547,-120.805047,stream,South Fork Cowiche Creek,24423517.0,United States,SPS,PNNL_River_Sampling,47.55,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S55N,46.6659,-120.8161,stream,South Fork Cowiche Creek,24423517.0,United States,SSS,PNNL_River_Sampling,46.84,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S56,46.620687,-120.626954,stream,Cowiche Creek,24423479.0,United States,SPS,PNNL_River_Sampling,59.58,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S56N,46.6218,-120.6206,stream,Cowiche Creek,24423479.0,United States,SSS,PNNL_River_Sampling,60.08,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S57,46.5814,-120.4612,stream,Yakima River,23099862.0,United States,SSS,PNNL_River_Sampling,71.6,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S58,46.6856,-120.6553,stream,Naches River,24422669.0,United States,SSS,PNNL_River_Sampling,59.18,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S61,47.06101,-121.28535,stream,South Fork Little Naches River,24422873.0,United States,Unknown,PNNL_River_Sampling,60.14,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S63,46.041823,-120.573226,stream,Satus Creek,23100404.0,United States,SPS,PNNL_River_Sampling,82.88,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S63P,46.04551,-120.5679,stream,Bull Creek,23100608.0,United States,Unknown,PNNL_River_Sampling,82.92,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S64,46.25372,-120.95778,stream,North Fork Toppenish Creek,23100200.0,United States,Unknown,PNNL_River_Sampling,45.07,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S65,46.73657,-120.90747,stream,Indian Creek,24424705.0,United States,Unknown,PNNL_River_Sampling,43.95,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S67,46.855643,-120.483696,stream,Yakima River,24125193.0,United States,SPS,PNNL_River_Sampling,78.55,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S68,46.855711,-120.484841,stream,Umtanum Creek,24126399.0,United States,SPS,PNNL_River_Sampling,78.47,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S71,46.968185,-120.691204,stream,Manastash Creek,24126327.0,United States,SPS,PNNL_River_Sampling,72.75,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S72,46.99491,-120.590443,stream,Manastash Creek,24126315.0,United States,SPS,PNNL_River_Sampling,80.45,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S73,46.98778012,-120.5710861,stream,Yakima River,24125421.0,United States,SPS,PNNL_River_Sampling,81.08,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S75,47.017577,-120.51748,stream,Wilson Creek,24131135.0,United States,SPS,PNNL_River_Sampling,86.32,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S77,46.625578,-120.583712,stream,Cowiche Creek,24423479.0,United States,SPS,PNNL_River_Sampling,62.93,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S79,46.763844,-120.456432,stream,Yakima River,24125115.0,United States,SPS,PNNL_River_Sampling,76.33,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S82,46.53837,-120.480372,stream,Ahtanum Creek,23099884.0,United States,SPS,PNNL_River_Sampling,69.9,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S83,47.239586,-121.227415,stream,Cabin Creek,24126203.0,United States,SPS,PNNL_River_Sampling,75.72,uw10389973,5.4,3.825,Shallow,1996.0,"8 km NNE of Lake Marcel-Stillwater, Washington",Very Close (<100 km)
SAC-1604,29.602818,-98.540933,stream,Salado Creek,10840230.0,United States,AV1,PNNL_River_Sampling,405.32,tx2024ophu,5.1,3.2959,Shallow,2024.0,"17 km NNE of Hermleigh, Texas",Moderate (100-500 km)
SAC-C,29.397379,-98.418744,stream,Salado Creek,10840440.0,United States,AV1,PNNL_River_Sampling,431.03,tx2024ophu,5.1,3.2959,Shallow,2024.0,"17 km NNE of Hermleigh, Texas",Moderate (100-500 km)
SAD1,46.721,-71.4754,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,137.8,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Moderate (100-500 km)
SAD2,46.7286,-71.4706,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,137.0,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Moderate (100-500 km)
SAD3,46.7056,-71.4608,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,137.96,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Moderate (100-500 km)
SAR-BP,29.4586,-98.47398,stream,San Antonio River,10840810.0,United States,AV1,PNNL_River_Sampling,422.49,tx2024ophu,5.1,3.2959,Shallow,2024.0,"17 km NNE of Hermleigh, Texas",Moderate (100-500 km)
SF01,46.728668,-120.937573,stream,South Fork Oak Creek,24424753.0,United States,PRT,PNNL_River_Sampling,41.55,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
SORAM1,46.0735,-73.0872,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,180.03,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SORAM2,46.0587,-73.0742,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,178.72,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SORAM3,46.0612,-73.0749,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,178.98,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SORAV1,46.1729,-72.9582,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,193.47,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SORAV2,46.1618,-72.9424,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,192.67,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SORAV3,46.1372,-72.9493,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,189.9,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
SP-1,41.3093,-83.1578,stream,Sandusky River,15612718.0,United States,CM,PNNL_River_Sampling,130.86,ushis1163,5.0,2.0,Shallow,1937.0,"3 km E of New Knoxville, Ohio",Moderate (100-500 km)
SP-10,32.3505,-111.0953,stream,Santa Cruz River,15903137.0,United States,CM,PNNL_River_Sampling,182.62,usc000rnfe,5.3,6.44,Shallow,2014.0,"13 km SW of Franklin, Arizona",Moderate (100-500 km)
SP-11,38.923901,-106.950572,stream,East River,1332754.0,United States,CM,PNNL_River_Sampling,89.42,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Very Close (<100 km)
SP-12,38.907533,-107.023765,stream,Slate River,1332224.0,United States,CM,PNNL_River_Sampling,84.09,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Very Close (<100 km)
SP-13,32.4713,-111.3042,stream,Santa Cruz River,15890430.0,United States,CM,PNNL_River_Sampling,200.63,usc000rnfe,5.3,6.44,Shallow,2014.0,"13 km SW of Franklin, Arizona",Moderate (100-500 km)
SP-14,46.4979,-84.3742,stream,St. Marys River,904020533.0,United States,CM,PNNL_River_Sampling,409.42,iscgem904623,6.17,15.0,Shallow,1935.0,"2 km ESE of Notre-Dame-du-Lac, Canada",Moderate (100-500 km)
SP-15,30.4384,-91.1912,stream,Mississippi RIver,19088319.0,United States,CM,PNNL_River_Sampling,305.5,usp000e9v9,5.3,5.0,Shallow,2006.0,"157 km S of Grand Isle, Louisiana",Moderate (100-500 km)
SP-16,44.640715,-68.445497,stream,Crawford Brook,-9999.0,United States,CM,PNNL_River_Sampling,248.08,ushis1343,5.26,10.0,Shallow,1940.0,"8 km W of Tamworth, New Hampshire",Moderate (100-500 km)
SP-17,40.989942,-96.20896,stream,Decker Creek,17416738.0,United States,CM,PNNL_River_Sampling,511.41,us10006jxs,5.8,5.557,Shallow,2016.0,"14 km NW of Pawnee, Oklahoma",Distant (>500 km)
SP-18,44.3676591,-72.9688981,stream,Huntington River,4577456.0,United States,CM,PNNL_River_Sampling,60.03,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Very Close (<100 km)
SP-19,43.6042604,-116.1946675,stream,Boise River,23398865.0,United States,CM,PNNL_River_Sampling,128.71,us70008jr5,6.5,12.06,Shallow,2020.0,"Stanley, Idaho",Moderate (100-500 km)
SP-2,41.3166,-102.126,stream,North Platte River,17461568.0,United States,CM,PNNL_River_Sampling,188.8,ushis2657,5.1,30.0,Shallow,1964.0,"11 km NW of Merriman, Nebraska",Moderate (100-500 km)
SP-20,37.580748,-121.166009,stream,San Joaquin,2820034.0,United States,CM,PNNL_River_Sampling,47.28,nc68932,5.7,8.502,Shallow,1986.0,"15 km NE of East Foothills, California",Very Close (<100 km)
SP-21,38.257823,-121.433908,stream,Cosumnes River,1889750.0,United States,CM,PNNL_River_Sampling,54.9,nc1050040,5.8,14.488,Shallow,1980.0,"The 1980 Livermore, California Earthquake",Very Close (<100 km)
SP-22,32.845656,-87.661434,stream,Fivemile Creek Tributary,18208882.0,United States,CM,PNNL_River_Sampling,569.74,iscgem814965,5.26,15.7,Shallow,1968.0,"5 km SSW of Norris City, Illinois",Distant (>500 km)
SP-23,38.9746,-119.8218,stream,West Fork Carson River,8922013.0,United States,CM,PNNL_River_Sampling,22.7,usp0006j9b,6.1,14.0,Shallow,1994.0,"4 km S of Carter Springs, Nevada",Very Close (<100 km)
SP-28,33.487858,-88.455436,stream,Tennessee Tombigbee Waterway,933160077.0,United States,CM,PNNL_River_Sampling,494.91,iscgem814965,5.26,15.7,Shallow,1968.0,"5 km SSW of Norris City, Illinois",Moderate (100-500 km)
SP-32,35.86754,-106.52276,stream,La Jara Creek,17827558.0,United States,CM,PNNL_River_Sampling,128.52,iscgem851116,5.13,10.0,Shallow,1966.0,"4 km NNW of Lumberton, New Mexico",Moderate (100-500 km)
SP-35,29.862373,-82.2833293,stream,Stream 5,2161826.0,United States,CM,PNNL_River_Sampling,578.73,usp000esv9,5.9,14.0,Shallow,2006.0,Gulf of America,Distant (>500 km)
SP-4,33.8277,-79.0449,stream,Waccamaw River,9071958.0,United States,CM,PNNL_River_Sampling,347.92,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
SP-45,30.15526,-83.23854,stream,Allen Mill Spring Run,-9999.0,United States,CM,PNNL_River_Sampling,539.17,usp000esv9,5.9,14.0,Shallow,2006.0,Gulf of America,Distant (>500 km)
SP-47,29.93382,-82.79881,stream,Ichetucknee River,2161766.0,United States,CM,PNNL_River_Sampling,548.5,usp000esv9,5.9,14.0,Shallow,2006.0,Gulf of America,Distant (>500 km)
SP-5,33.684,-84.4153,stream,South River,6333706.0,United States,CM,PNNL_River_Sampling,433.56,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
SP-6,45.0844,-92.7856,stream,St. Croix,2649684.0,United States,CM,PNNL_River_Sampling,756.36,ushis2657,5.1,30.0,Shallow,1964.0,"11 km NW of Merriman, Nebraska",Distant (>500 km)
SP-66,33.56176,-79.08539,stream,Cow House Creek,9071892.0,United States,CM,PNNL_River_Sampling,371.59,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
SP-70,41.950688,-111.580198,stream,Logan River,664126.0,United States,CM,PNNL_River_Sampling,7.45,iscgem875249,5.83,15.0,Shallow,1962.0,"8 km W of Garden City, Utah",Very Close (<100 km)
SP-72,41.739155,-111.796376,stream,Logan River,664436.0,United States,CM,PNNL_River_Sampling,16.7,iscgem849333,5.21,10.0,Shallow,1966.0,"16 km ENE of North Logan, Utah",Very Close (<100 km)
SP-8,44.5505,-123.2497,stream,Willamette River,23763009.0,United States,CM,PNNL_River_Sampling,74.03,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
SP-9,44.556,-123.2769,stream,Marys River,23762881.0,United States,CM,PNNL_River_Sampling,75.08,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
STA1,46.5744,-72.1006,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,184.93,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STA2,46.5685,-72.0997,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,185.52,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STA3,46.5625,-72.1057,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,186.31,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STAN1,47.7465,-69.8901,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,33.36,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Very Close (<100 km)
STIR1,47.5506,-70.1852,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,16.59,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Very Close (<100 km)
STJO1,47.4457,-70.3002,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,21.71,iscgem910394,6.3,15.0,Shallow,1925.0,"7 km NW of Saint-Pacôme, Canada",Very Close (<100 km)
STL1,44.8972,-75.1665,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,33.53,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Very Close (<100 km)
STL1.5,44.9537,-74.9918,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,19.37,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Very Close (<100 km)
STL2,45.0061,-74.7747,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,7.16,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Very Close (<100 km)
STM1,46.3501,-72.5302,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,221.23,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STM2,46.3473,-72.5271,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,221.4,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STM3,46.3456,-72.5168,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,221.21,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
STM4,46.3369,-72.518,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,222.12,usp0003p6p,5.9,28.9,Shallow,1988.0,"33 km S of Jonquière, Canada",Moderate (100-500 km)
T02,46.232095,-119.999,stream,Yakima River,23099678.0,United States,RC2,PNNL_River_Sampling,111.87,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Moderate (100-500 km)
T03,46.530817,-120.470337,stream,Yakima River,23099844.0,United States,RC2,PNNL_River_Sampling,70.66,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
T05,46.728776,-120.713733,stream,Naches River,24425579.0,United States,RC2,PNNL_River_Sampling,56.66,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
T05P,46.98904,-121.09921,stream,Little Naches River,24422823.0,United States,RC2,PNNL_River_Sampling,56.24,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
T06,46.97777,-121.16953,stream,American River,24422913.0,United States,RC2,PNNL_River_Sampling,53.14,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
T07,46.255319,-119.47405,stream,Yakima River,947030105.0,United States,RC2,PNNL_River_Sampling,84.29,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
T41,46.72411,-120.70039,stream,Naches River,24425579.0,United States,RC2,PNNL_River_Sampling,57.39,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
T42,46.72895,-120.71431,stream,Naches River,24425579.0,United States,RC2,PNNL_River_Sampling,56.63,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
TAP001,5.53904,-72.72515,stream,Quebrada Honda_Alta1,-9999.0,Colombia,TAP,PNNL_River_Sampling,38.78,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP002,5.53638,-72.72527,stream,Quebrada_Honda_Alta2,-9999.0,Colombia,TAP,PNNL_River_Sampling,38.53,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP003,5.518699252,-72.74022303,stream,Quebrada_Honda_Media,-9999.0,Colombia,TAP,PNNL_River_Sampling,35.98,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP004,5.510267537,-72.74535919,stream,Quebrada_Honda_Baja,-9999.0,Colombia,TAP,PNNL_River_Sampling,34.88,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP005,5.508508616,-72.75387968,stream,Rio_Cusiana_bajo,-9999.0,Colombia,TAP,PNNL_River_Sampling,34.23,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP006,5.587623884,-72.80922587,stream,Quebrada Iglesia - Baja,-9999.0,Colombia,TAP,PNNL_River_Sampling,39.87,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP007,5.63994284,-72.77652725,stream,Quebrada Iglesia - Nacimiento 1,-9999.0,Colombia,TAP,PNNL_River_Sampling,46.51,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP008,5.640136779,-72.77657224,stream,Quebrada Iglesias - Nacimiento 2,-9999.0,Colombia,TAP,PNNL_River_Sampling,46.53,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP009,5.635274329,-72.78295177,stream,Quebrada Iglesia - AFLagunaSiscunsí,-9999.0,Colombia,TAP,PNNL_River_Sampling,45.79,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP010,5.586695965,-72.81550566,stream,Rio Cusiana - Alto,-9999.0,Colombia,TAP,PNNL_River_Sampling,39.57,usp0004tdp,5.2,13.5,Shallow,1991.0,"5 km NW of Chámeza, Colombia",Very Close (<100 km)
TAP011,-35.35138,-58.06518,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,491.75,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP012,-35.33126,-58.04946,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,490.89,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP013,-35.10605,-58.06492,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,498.82,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP014,-35.01963,-58.3125,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,523.17,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Distant (>500 km)
TAP015,-35.13125,-58.38567,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,526.07,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Distant (>500 km)
TAP016,-35.22513,-58.20402,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,507.41,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Distant (>500 km)
TAP017,-35.46225,-57.75135,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,461.25,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP018,-35.4463,-57.71794,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,458.69,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP019,-35.39921,-57.63398,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,452.5,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP020,-35.35325,-57.41751,stream,Samborombón,-9999.0,Argentina,TAP,PNNL_River_Sampling,434.75,usp0003hap,5.1,31.4,Shallow,1988.0,"220 km SE of La Paloma, Uruguay",Moderate (100-500 km)
TAP021,-41.19369,-71.83086,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,44.47,us70005lt4,6.1,129.0,Intermediate,2019.0,"30 km W of Villa La Angostura, Argentina",Very Close (<100 km)
TAP022,-41.24552,-71.71306,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.19,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP023,-41.20364,-71.82308,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,45.73,us70005lt4,6.1,129.0,Intermediate,2019.0,"30 km W of Villa La Angostura, Argentina",Very Close (<100 km)
TAP024,-41.22234,-71.79583,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.85,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP025,-41.26366,-71.65549,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.19,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP026,-41.2341,-71.75429,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.36,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP027,-41.20873,-71.81725,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,46.42,us70005lt4,6.1,129.0,Intermediate,2019.0,"30 km W of Villa La Angostura, Argentina",Very Close (<100 km)
TAP028,-41.23539,-71.78467,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,46.62,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP029,-41.25031,-71.70132,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.03,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP030,-41.23143,-71.77024,stream,Manso Superior,-9999.0,Argentina,TAP,PNNL_River_Sampling,47.32,usp0000cp7,5.1,33.0,Shallow,1975.0,"46 km NW of El Bolsón, Argentina",Very Close (<100 km)
TAP031,-24.279333,-48.412806,stream,Mirante,-9999.0,Brazil,TAP,PNNL_River_Sampling,339.23,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP032,-24.307574,-48.414912,stream,Carmo,-9999.0,Brazil,TAP,PNNL_River_Sampling,337.88,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP033,-24.306556,-48.414694,stream,Lageado,-9999.0,Brazil,TAP,PNNL_River_Sampling,337.91,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
